"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
6/8/23 2:43 PM,"???","935573416421273600",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @FCBAlbiceleste: ?Messi already has the streets of Miami. A Messi shirt for Inter Miami already worn at the NBA basketball finals. https…",,,119.0,"1666697386997981185"
6/8/23 2:43 PM,"c h i n","1376591582699298817",,"-1","tl","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @winkoniverse: HQHAHAHAHAHAHA PUTANGINA NASA BASKETBALL COURT SI JINWOO GAGO https://t.co/KtzkpYs0gq",,,133.0,"1666697385828028416"
6/8/23 2:43 PM,"PUMA South Africa","2315462461",,"-1","en","<a href='https://prod1.sprinklr.com' rel='nofollow'>Sprinklr Publishing</a>","Graphic tees, basketball shorts, and a mid-cut Clyde comprise the latest from PUMA x
@rhuigi. From New York to the world. Out now in-store and >>> https://t.co/UCoYxz6Nde https://t.co/1ZOzOejN8f",,,0.0,"1666697372322217984"
6/8/23 2:43 PM,"Eminence","209582246",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Nikola Jokic is an excellent basketball player. Understands the game too well",,,0.0,"1666697363036028928"
6/8/23 2:43 PM,"Marley D. Dogg","796223962523009024",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Ballislife: THE MOZART OF BASKETBALL

 https://t.co/ICawahmjj5",,,66.0,"1666697360792068096"
6/8/23 2:43 PM,"Andy Friend","3145218320",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","I doubt this would have anything to do with Jokic skin color No way definitely couldn't be. Nothing stirs up the basketball community like a white dude with skills. https://t.co/dXfN4yG9Jz",,,0.0,"1666697336330887168"
6/8/23 2:43 PM,"ABS-CBN News Channel","44728980",,"-1","en","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","After Uratex's successful run in the Red Bull 3x3, Kaye Pingol is hoping that they inspired Filipina hoopers to reach for their basketball dreams. https://t.co/4HaLsTBAlm",,,0.0,"1666697328714215425"
6/8/23 2:43 PM,"Narendra Kaswan","1141952476054089728",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @JamieJamie_O: Australian @NBL1 ATO’s ? @GUBOfficial Men #NBL1South Head Coach Grant Wallace opened the game with a triple screen for te…",,,6.0,"1666697318358458368"
6/8/23 2:43 PM,"MThanos.eth ???","991928280398860288",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @JohnEDeaton1: I’ve watched and fought bullies my entire life. Gensler is the quintessential bully. He’s the boy who didn’t get picked t…",,,1034.0,"1666697316177264640"
6/8/23 2:42 PM,"Sophia.MitchellYoehZ","1582106239684706313",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Free print number!Solid Football Training Shorts Mens, Kids Summer Bottoms Running Basketball Soccer Shorts Yoga Sports Shorts SR7RB8Y

https://t.co/LQGDiVWaWz https://t.co/GZGiAnSckD",,,0.0,"1666697276868231171"
6/8/23 2:42 PM,"Nemerem","871148062042972160","ugoo_UFO","274863697","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@ugoo_UFO @Wizarab10 He’s a 22 year old basketball player living out his fantasies",,,0.0,"1666697242646855680"
6/8/23 2:42 PM,"Jozh????Go Bills?","4827791097","TJDMCR","100303868","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@TJDMCR funny you say that cus my first ever fav basketball team was those 90s Hornets teams as a super tot lol.",,,0.0,"1666697241992609793"
6/8/23 2:42 PM,"Vibes Ambassador ???","978994553221939202",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @Pacino13__: Moriah Mills helping Zion get into basketball shape. https://t.co/U3XvZ2H79g",,,461.0,"1666697241900339202"
6/8/23 2:42 PM,"Gus","297489912",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @Pacino13__: Moriah Mills helping Zion get into basketball shape. https://t.co/U3XvZ2H79g",,,461.0,"1666697237957685256"
6/8/23 2:42 PM,"Hood Legend??","1541530929398546432",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","Haven’t you heard?
Basketball is a white man’s game now https://t.co/BxJ3ln6BuY https://t.co/ht6oYgq8VG",,,0.0,"1666697223659474944"
6/8/23 2:42 PM,"JRGuz","1370952149253857287",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @JohnEDeaton1: I’ve watched and fought bullies my entire life. Gensler is the quintessential bully. He’s the boy who didn’t get picked t…",,,1034.0,"1666697179258564609"
6/8/23 2:42 PM,"Heinrich Maxwell Luger","1023450829846544385","dickmasterson","29912070","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@dickmasterson This is like telling Michael Jordan how to play basketball",,,0.0,"1666697171968876544"
6/8/23 2:42 PM,"?ani","1041439292424257537",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","My ball knowledge By Sport:
Basketball: 20/10
American Football:8/10
Baseball:don’t care/10
Hockey:never cared/10
Football:7/10 https://t.co/Ze5zERNWVq",,,0.0,"1666697090255183872"
6/8/23 2:41 PM,"Mimirey","1629085885080928257",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @TJian02: If they met in High School...

David would be the varsity heartthrob na basketball is life while si Barbie ang president ng st…",,,14.0,"1666697046357843968"
6/8/23 2:41 PM,"Skipper","200122382","Ohdongo","303129036","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@Ohdongo I saw this! I was wondering why you can’t play basketball, it makes sense now ???",,,0.0,"1666697036534620162"
6/8/23 2:41 PM,"??????","1357748006573928451","TatisHOF","1514737783377592352","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@TatisHOF I mean the mariners have talent I was just never a fan of baseball as a kid and I only really watch baseball when I bet or just to check players cuz of the show. I can barley stay committed to basketball anymore either",,,0.0,"1666697031648419840"
6/8/23 2:41 PM,"fern ?","1637447281833312256",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @TJian02: If they met in High School...

David would be the varsity heartthrob na basketball is life while si Barbie ang president ng st…",,,14.0,"1666697028032954369"
6/8/23 2:41 PM,"Franky","816934871515930628",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @MakisMD: Grand Forks, ND - 17 year old Sacred Heart Catholic School student Joe Stagnaro died suddenly of an 'undiagnosed medical condi…",,,29.0,"1666697020961062912"
6/8/23 2:41 PM,"ROTIMI OF LÉRÉ","1571569279",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @instablog9ja: Ad¥lt actress calls out her basketball player boyfriend after he got another lady pregnant. https://t.co/jNWmSSO95Q",,,5.0,"1666697013516283904"
6/8/23 2:41 PM,"Volo","1268619430767943681","jamesmerilatt","26089693","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@jamesmerilatt How about 'good coaches know their team's players, the hot hand, and the overall game of basketball better than ALL of us armchair coaches here on Twitter?' After all it is their profession.",,,0.0,"1666696988522598402"
6/8/23 2:41 PM,"Strawberry NG News","212172770",,"-1","en","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","'Ad¥lt actress calls out her basketball player boyfriend after he got another lady pregnant.  https://t.co/i6UJv6tRUD— Instablog9ja (@instablog9ja) June 8, 2023'",,,0.0,"1666696959762268160"
6/8/23 2:41 PM,"Tone Capone","1307702494341066752",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @TraMurr: He's actually an intelligent player that's being put into a box. Jonathan Kuminga put Luka Doncic in a strait jacket & gave th…",,,9.0,"1666696953441452034"
6/8/23 2:41 PM,"GiGO ?????","202996304",,"-1","ja","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","??????????????????????????????
????????????????????????????????????????
???????????????????????
Get into the Gaming Oasis!!
#???? #GiGO????? #gigo #shibuya #????? #basketball https://t.co/6nxVeiFciJ",,,0.0,"1666696923708030977"
6/8/23 2:41 PM,"Stefanos Tatsios","710516791341096960",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Trigonis30: Eurohoops is hosting the @Eurohoopsnet Showcase 2023 (for players 14-19 years old) June 20-22, 2023 @ Eurohoops Dome (Athen…",,,3.0,"1666696906414645248"
6/8/23 2:41 PM,"HODL is that simple ?“THE” Standart #xrp#flare#xdc","253030177",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @JohnEDeaton1: I’ve watched and fought bullies my entire life. Gensler is the quintessential bully. He’s the boy who didn’t get picked t…",,,1034.0,"1666696882020548608"
6/8/23 2:41 PM,"Larry Filmore","1497831485511925765","TheRabbitHole84","1485689970593468416","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@TheRabbitHole84 @EndWokeness How do you know black people aren’t just better at basketball?",,,0.0,"1666696874559168512"
6/8/23 2:41 PM,"??","1570052985895669766",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @liuwuv_: random basketball guy ? https://t.co/DA48qfCCk6",,,140.0,"1666696853369536513"
6/8/23 2:40 PM,"Yanisphia","1626988175783784453","JVasJr32","1472414396424933377","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@JVasJr32 never said DLO or Westbrook is a better overall basketball player than KAI but as PG they're better.

KAI does more ISOs than being a facilitator, u already have 2 of the heaviest ISO players, why do u need more?",,,0.0,"1666696809199149057"
6/8/23 2:40 PM,"abcde","3876161179",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @FCBAlbiceleste: ?Messi already has the streets of Miami. A Messi shirt for Inter Miami already worn at the NBA basketball finals. https…",,,119.0,"1666696798147321856"
6/8/23 2:40 PM,"Singo","2662942682","abbeyshea","139840585","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@abbeyshea Conan O’Brien of basketball.",,,0.0,"1666696776147955712"
6/8/23 2:40 PM,"Claire Gray","239558070",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @EpochInspired: This young man knocked on my door and said ' Ma'am I seen your little boy shooting the ball in the trash can earlier and…",,,343.0,"1666696774059278336"
6/8/23 2:40 PM,"Jake Siromaa","351448726",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @TiptonEdits: NEWS: Tennessee transfer Olivier Nkamhoua has committed to Michigan, he tells @On3sports. 

https://t.co/xF541AOFmF https:…",,,317.0,"1666696767704907782"
6/8/23 2:40 PM,"Sneaks4sure.com - S4S®","2458204951",,"-1","en","<a href='http://iag.me' rel='nofollow'>sneaks4sure</a>","Nordstrom EU Restock: Jordan Air Jordan 1 Retro High Basketball

??: https://t.co/qqnIsh5Vc0

#Sneakers https://t.co/Y6xVcuRkvG",,,0.0,"1666696747127652353"
6/8/23 2:40 PM,"deathstar","1159217251687567360",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @deeblackmma3: Dereck Lively II WITH THE PUTBACK.  #ncaa #basketball #collegebasketball #derecklivelyii #detecklively #duke #bluedevils…",,,16.0,"1666696731742928902"
6/8/23 2:40 PM,"The 13th God ?","1270630841106993152",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @FCBAlbiceleste: ?Messi already has the streets of Miami. A Messi shirt for Inter Miami already worn at the NBA basketball finals. https…",,,119.0,"1666696727544360963"
6/8/23 2:40 PM,"Sneaks4sure.com - S4S®","2458204951",,"-1","en","<a href='http://iag.me' rel='nofollow'>sneaks4sure</a>","Nordstrom US Restock: Jordan Air Jordan 1 Retro High Basketball

??: https://t.co/qqnIsh5Vc0

#Sneakers https://t.co/Q707Zt0gUZ",,,0.0,"1666696719864561665"
6/8/23 2:40 PM,"Plaidypus","24332297","auntieamy90","177837325","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@auntieamy90 @MadScientistFF Yah, I'd say that too. Regionally it was the Kansas  City Royals winning the world series and locally it was both the CMSU men's and women's basketball teams winning NCAA championships the same year.",,,0.0,"1666696716681379840"
6/8/23 2:40 PM,"LOVE N.J","1654538824406663176",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @liuwuv_: random basketball guy ? https://t.co/DA48qfCCk6",,,140.0,"1666696709370683393"
6/8/23 2:40 PM,"?","414579978",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @ScriptsByJames: The Miami Heat have absolutely broken fanbases and it’s so funny. 

This mf talking about God and the topic is NBA bask…",,,380.0,"1666696699174326272"
6/8/23 2:40 PM,"haze","1021320281837596672",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @namixion: i am just so charmed by every tiny piece of information i learn about the basketball club https://t.co/bb92pge3dl",,,97.0,"1666696687312850944"
6/8/23 2:40 PM,"Big Baby jonathan","168244393",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @EmpireJeff_: Had a great #LiveStream and some great Basketball conversations about the #NBAFinals #NBA #Lakers tonight...

 #EmpireJeff…",,,1.0,"1666696683470872576"
6/8/23 2:40 PM,"deathstar","1159217251687567360",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @deeblackmma3: Bruh, they did this with MPJr scoring 2 pts. Crazy. Christian Braun the reason they felt safe dealing Bones Hyland. #nba…",,,7.0,"1666696669923033088"
6/8/23 2:40 PM,"This Is Bo | Minimalism & Vlog","1465091769935278084",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @ClarenceGaines2: Joki?’s greatness is on display - we’re witnessing one of the greatest players to ever play the game of basketball - s…",,,10.0,"1666696654672543750"
6/8/23 2:40 PM,"Kiran?","1324986068",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @VegasIssues: Pete Davidson played basketball with the UNLV Rebels this week. https://t.co/WYyW4Jpdkk",,,12.0,"1666696652755968000"
6/8/23 2:40 PM,"coco??","1609089511031701506",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @liuwuv_: random basketball guy ? https://t.co/DA48qfCCk6",,,140.0,"1666696613086248960"
6/8/23 2:40 PM,"Raw Chili","1073812246537609216",,"-1","en","<a href='https://www.rawchili.com' rel='nofollow'>rawchili001</a>","Finals cake Game 3! This one’s a special gold edition. Let’s go #Nuggets! 
 
https://t.co/YnyDwLydxg
 
#Basketball #Colorado #Denver #DenverNuggets #NationalBasketballAssociation #NBA #NBAWesternConference #NBAWesternConferenceNorthwestDivision https://t.co/AS77jMpac5",,,0.0,"1666696574641094658"
6/8/23 2:40 PM,"Piyush Jain","1575555235334225921",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @FCBAlbiceleste: ?Messi already has the streets of Miami. A Messi shirt for Inter Miami already worn at the NBA basketball finals. https…",,,119.0,"1666696572569284608"
6/8/23 2:40 PM,"Corey1988","1125389995",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @ChaseHughesNBCS: Arkansas wing Ricky Council IV worked out for the Wizards yesterday. He comes from a family of college basketball play…",,,1.0,"1666696570253762561"
6/8/23 2:40 PM,"Cam Macaulay","2616274436",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @Jared_Wade: He's very very high on the all time best basketball players list. And people are not ready for it.",,,5.0,"1666696568735666176"
6/8/23 2:40 PM,"???? ??~","1645251772624273408",,"-1","ko","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","??..?? ??? ??? ??.......? ??....??......???,,,,,,,?",,,0.0,"1666696566722424832"
6/8/23 2:39 PM,"Jozh????Go Bills?","4827791097","TJDMCR","100303868","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@TJDMCR same for most part, my grandpa was my basketball spark and he actually preferred the womans game to modern mens for that reason.
he did love the Larry Bird era Celtics and the glory days Spurs (as did I) lol",,,0.0,"1666696555833827329"
6/8/23 2:39 PM,"Sneaks4sure.com - S4S®","2458204951",,"-1","en","<a href='http://iag.me' rel='nofollow'>sneaks4sure</a>","Kickz Restock: Nike Ja 1 Family Trivia

??: https://t.co/cwYA3vcYf6
??: https://t.co/nvY45svlmX
??: https://t.co/rj3hikA6HC
??: https://t.co/AxVKnVWNl4
??: https://t.co/ZT6jSXFdYY

#Sneakers https://t.co/DmwpbuCPhx",,,0.0,"1666696553103335424"
6/8/23 2:39 PM,"Sydney-Milan","379485735",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @PRAY4DEME: @xelracha the way i’m still confused like do this nigga play basketball or football or do he just fuck",,,1.0,"1666696543804575744"
6/8/23 2:39 PM,"Douglas Duguid","189748971",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @TBLproleague: QUEBEC CITY BECOMES 5th BSL MARKET

The Pionniers de Québec to play in the Basketball Super League

– After 10 years with…",,,7.0,"1666696533532614664"
6/8/23 2:39 PM,"????# 7 ANIKI","269642968",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @jsports_wc: #??? #????? ???
????????

#????? ????
#???? ???3P?

?????????

6?5?(?)?11?(?)
???????????????
???LIVE????
?????????
https:/…",,,7.0,"1666696518211092480"
6/8/23 2:39 PM,"DEE BLACK","1610123232346095616",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @deeblackmma3: Do it #nba #basketball #NBATwitter #wethenorth #wearethevalley #mffl #bigmemphis https://t.co/BU18rQ0mxx",,,9.0,"1666696504340348933"
6/8/23 2:39 PM,"Sports Worldwide","3891353960",,"-1","en","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","'I understood'- Charles Barkley narrates a story which shows how vicious the Sixers fans are #NBA #Basketball https://t.co/6NWPnW3J92",,,0.0,"1666696454126305283"
6/8/23 2:39 PM,"Will McPherson","1009739632555315201","JeremyNicolls","198565074","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@JeremyNicolls I think you're severely underestimating how dumb basketball fans and humans in general are.",,,0.0,"1666696446144380930"
6/8/23 2:39 PM,"marina","1570815932171440132",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @miumiurry: basketball players should get pedicures, please take care of your toenails. literally why do none of them take care of their…",,,1.0,"1666696428150992896"
6/8/23 2:39 PM,"Frankred","361635929","DanteRoss","18596902","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@DanteRoss Dante where did you go to high school, as I played high school basketball in NY/ Long Island too.",,,0.0,"1666696422534828032"
6/8/23 2:39 PM,"Pepe worshipper","3226354774",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @JohnEDeaton1: I’ve watched and fought bullies my entire life. Gensler is the quintessential bully. He’s the boy who didn’t get picked t…",,,1034.0,"1666696397519822848"
6/8/23 2:39 PM,"Aris Barkas","44960253",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Trigonis30: Eurohoops is hosting the @Eurohoopsnet Showcase 2023 (for players 14-19 years old) June 20-22, 2023 @ Eurohoops Dome (Athen…",,,3.0,"1666696393023700992"
6/8/23 2:39 PM,"shroomami","343048999","DailyLoud","452540168","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@DailyLoud i don’t think i’ve never seen a nigga be good at basketball yet still look goofy as hell. what???",,,0.0,"1666696387436888064"
6/8/23 2:39 PM,"ExTraxDeaf","756608376990228481",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","my ball knowledge by sport: 
Basketball: 10/10
Football: 10/10 
Baseball: 10/10 
Hockey: 0/10
Soccer: 5/10 https://t.co/sldsm6syvE",,,0.0,"1666696329492406272"
6/8/23 2:38 PM,"Eurohoops","512445285",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Trigonis30: Eurohoops is hosting the @Eurohoopsnet Showcase 2023 (for players 14-19 years old) June 20-22, 2023 @ Eurohoops Dome (Athen…",,,3.0,"1666696300035702784"
6/8/23 2:38 PM,"Deezus Christ","1487980883869114372",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","No way in fuckin hell I just saw a Pete Davidson basketball highlight reel on my TL….. fuck no",,,0.0,"1666696278594535427"
6/8/23 2:38 PM,"? tea !!! (High-Don)","1633842167927177218",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Ballislife: HBD basketball legend Sheryl Swoopes

The 3 x MVP was the 1st player to sign a @WNBA contract & won a championship during t…",,,318.0,"1666696276069560322"
6/8/23 2:38 PM,"Karen Roberts","568625156","Mckendrick36","935228127059611648","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Mckendrick36 @WillHayCardiff Neither are mine but grass won't cope with relentless rugby / football / basketball when it has rained all week.",,,0.0,"1666696253588099072"
6/8/23 2:38 PM,"Michael ?","802490376003133440",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @JohnEDeaton1: I’ve watched and fought bullies my entire life. Gensler is the quintessential bully. He’s the boy who didn’t get picked t…",,,1034.0,"1666696220864045056"
6/8/23 2:38 PM,"Anonymous","1656664349312970756","MdAshley001","1304915036520022017","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@MdAshley001 Thank you… I will be doing best 10 basketball matches at least 100 odds and stake high… I know which leagues are in my favor now",,,0.0,"1666696215071735811"
6/8/23 2:38 PM,"Angela (Little Red)","91007454",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @EpochInspired: This young man knocked on my door and said ' Ma'am I seen your little boy shooting the ball in the trash can earlier and…",,,343.0,"1666696116157444098"
6/8/23 2:38 PM,"Black Ninja","1584901728662867974",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @FCBAlbiceleste: ?Messi already has the streets of Miami. A Messi shirt for Inter Miami already worn at the NBA basketball finals. https…",,,119.0,"1666696102966427648"
6/8/23 2:38 PM,"Alexander Fiesta","1664148392195551233",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","board act bed airport beds bit arithmetic arm basketball boat",,,0.0,"1666696101683163137"
6/8/23 2:38 PM,"Daniii?","1413348715230765060",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @TJian02: If they met in High School...

David would be the varsity heartthrob na basketball is life while si Barbie ang president ng st…",,,14.0,"1666696094821285889"
6/8/23 2:38 PM,"K","1666692347361390592","K561731131005","1666692347361390592","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@Vannman04 @NBACARTALK @coachmwillis86 @MaxPowers44 @NBAW0RLD24 Toss RINGS, STATS AND RESUMES ASIDE:

AS A PLAYER OF BASKETBALL, Duncan is closer to a top 30 BASKETBALL PLAYER EVER than a top 5 and that shit is NOT debatable and not ONE human can even begin to rebuttal what I say.

And one more thing???",,,0.0,"1666696090186399744"
